team,pretourney_odds,season,odds_int,implied_probability
George Washington,0,2014,0,1.0
Creighton,0,2014,0,1.0
Florida State,0,2014,0,1.0
St Louis,0,2014,0,1.0
Richmond,0,2014,0,1.0
Vanderbilt,0,2014,0,1.0
South Carolina,0,2014,0,1.0
DePaul,0,2014,0,1.0
Texas Tech,0,2014,0,1.0
Boston College,0,2014,0,1.0
U Mass,0,2014,0,1.0
La Salle,0,2014,0,1.0
St Joseph's,0,2014,0,1.0
USC,0,2014,0,1.0
Virginia Tech,0,2014,0,1.0
Wake Forest,0,2014,0,1.0
Villanova,1500,2015,1500,0.0625
North Carolina,580,2015,580,0.14705882352941177
Oklahoma,1600,2015,1600,0.058823529411764705
Syracuse,27500,2015,27500,0.0036231884057971015
Kansas,485,2015,485,0.17094017094017094
Virginia,900,2015,900,0.1
Oregon,2000,2015,2000,0.047619047619047616
Notre Dame,16000,2015,16000,0.006211180124223602
Indiana,5000,2015,5000,0.0196078431372549
Gonzaga,11500,2015,11500,0.008620689655172414
Texas A&M,3400,2015,3400,0.02857142857142857
Miami (FL),5300,2015,5300,0.018518518518518517
Duke,3300,2015,3300,0.029411764705882353
Maryland,4500,2015,4500,0.021739130434782608
Iowa State,6800,2015,6800,0.014492753623188406
Wisconsin,17500,2015,17500,0.005681818181818182
Kentucky,1200,2015,1200,0.07692307692307693
Xavier,3300,2015,3300,0.029411764705882353
Utah,10000,2015,10000,0.009900990099009901
Wichita State,12500,2015,12500,0.007936507936507936
Connecticut,10000,2015,10000,0.009900990099009901
Iowa,10000,2015,10000,0.009900990099009901
Butler,27500,2015,27500,0.0036231884057971015
Providence,32500,2015,32500,0.003067484662576687
Yale,100000,2015,100000,0.000999000999000999
VCU,18000,2015,18000,0.0055248618784530384
St Joseph's,25000,2015,25000,0.00398406374501992
Northern Iowa,55000,2015,55000,0.0018148820326678765
Hawaii,200000,2015,200000,0.0004997501249375312
Middle Tennessee State,999999,2015,999999,9.999010098000297e-05
Stephen F Austin,55000,2015,55000,0.0018148820326678765
Arkansas-Little Rock,175000,2015,175000,0.0005711022272986865
Michigan State,675,2015,675,0.12903225806451613
West Virginia,2300,2015,2300,0.041666666666666664
Purdue,4000,2015,4000,0.024390243902439025
Arizona,6000,2015,6000,0.01639344262295082
California,6500,2015,6500,0.015151515151515152
Baylor,8500,2015,8500,0.011627906976744186
Texas,10000,2015,10000,0.009900990099009901
Seton Hall,10000,2015,10000,0.009900990099009901
Cincinnati,20000,2015,20000,0.004975124378109453
Vanderbilt,22500,2015,22500,0.004424778761061947
Dayton,30000,2015,30000,0.0033222591362126247
Pittsburgh,35000,2015,35000,0.002849002849002849
Oregon State,40000,2015,40000,0.0024937655860349127
Michigan,47500,2015,47500,0.0021008403361344537
Colorado,70000,2015,70000,0.0014265335235378032
Texas Tech,70000,2015,70000,0.0014265335235378032
USC,80000,2015,80000,0.0012484394506866417
Temple,80000,2015,80000,0.0012484394506866417
Tulsa,100000,2015,100000,0.000999000999000999
South Dakota State,100000,2015,100000,0.000999000999000999
Chattanooga,300000,2015,300000,0.0003332222592469177
Iona,300000,2015,300000,0.0003332222592469177
UNC Wilmington,300000,2015,300000,0.0003332222592469177
Stony Brook,400000,2015,400000,0.00024993751562109475
Buffalo,500000,2015,500000,0.0001999600079984003
Austin Peay,999999,2015,999999,9.999010098000297e-05
CS Bakersfield,999999,2015,999999,9.999010098000297e-05
Fairleigh Dickinson,999999,2015,999999,9.999010098000297e-05
Florida Gulf Coast,999999,2015,999999,9.999010098000297e-05
Fresno State,999999,2015,999999,9.999010098000297e-05
Green Bay,999999,2015,999999,9.999010098000297e-05
Hampton,999999,2015,999999,9.999010098000297e-05
Holy Cross,999999,2015,999999,9.999010098000297e-05
Southern,999999,2015,999999,9.999010098000297e-05
UNC Asheville,999999,2015,999999,9.999010098000297e-05
Weber State,999999,2015,999999,9.999010098000297e-05
LSU,0,2015,0,1.0
Florida,0,2015,0,1.0
South Carolina,0,2015,0,1.0
Valparaiso,0,2015,0,1.0
San Diego State,0,2015,0,1.0
St Mary's (CA),0,2015,0,1.0
BYU,0,2015,0,1.0
Clemson,0,2015,0,1.0
UCLA,0,2015,0,1.0
Georgetown,0,2015,0,1.0
UNLV,0,2015,0,1.0
Marquette,0,2015,0,1.0
Creighton,0,2015,0,1.0
Ohio State,0,2015,0,1.0
Florida State,0,2015,0,1.0
Kansas State,0,2015,0,1.0
Arizona State,0,2015,0,1.0
Louisville,0,2015,0,1.0
George Washington,0,2015,0,1.0
Virginia Tech,0,2015,0,1.0
Harvard,0,2015,0,1.0
Georgia Tech,0,2015,0,1.0
St Louis,0,2015,0,1.0
Boston College,0,2015,0,1.0
Boise State,0,2015,0,1.0
UAB,0,2015,0,1.0
Massachusetts,0,2015,0,1.0
Arkansas,0,2015,0,1.0
Missouri,0,2015,0,1.0
Ole Miss,0,2015,0,1.0
NC State,0,2015,0,1.0
Georgia,0,2015,0,1.0
Illinois,0,2015,0,1.0
Memphis,0,2015,0,1.0
Auburn,0,2015,0,1.0
Stanford,0,2015,0,1.0
Alabama,0,2015,0,1.0
Belmont,0,2015,0,1.0
Tennessee,0,2015,0,1.0
UC Irvine,0,2015,0,1.0
New Mexico State,0,2015,0,1.0
Wake Forest,0,2015,0,1.0
Oklahoma State,0,2015,0,1.0
Nebraska,0,2015,0,1.0
SMU,0,2015,0,1.0
Louisiana Tech,0,2015,0,1.0
Davidson,0,2015,0,1.0
DePaul,0,2015,0,1.0
Northwestern,0,2015,0,1.0
Washington,0,2015,0,1.0
Old Dominion,0,2015,0,1.0
Rhode Island,0,2015,0,1.0
Minnesota,0,2015,0,1.0
St John's,0,2015,0,1.0
Illinois State,0,2015,0,1.0
Mississippi State,0,2015,0,1.0
Richmond,0,2015,0,1.0
TCU,0,2015,0,1.0
Penn State,0,2015,0,1.0
Central Michigan,0,2015,0,1.0
LaSalle,0,2015,0,1.0
UTEP,0,2015,0,1.0
New Mexico,0,2015,0,1.0
Murray State,0,2015,0,1.0
Colorado State,0,2015,0,1.0
North Carolina,535,2016,535,0.15748031496062992
Gonzaga,925,2016,925,0.0975609756097561
Oregon,2800,2016,2800,0.034482758620689655
South Carolina,28000,2016,28000,0.0035587188612099642
Kansas,875,2016,875,0.10256410256410256
Kentucky,1250,2016,1250,0.07407407407407407
Florida,6300,2016,6300,0.015625
Xavier,52000,2016,52000,0.0019193857965451055
Arizona,1100,2016,1100,0.08333333333333333
UCLA,1450,2016,1450,0.06451612903225806
Michigan,6800,2016,6800,0.014492753623188406
Wisconsin,8300,2016,8300,0.011904761904761904
West Virginia,3650,2016,3650,0.02666666666666667
Baylor,5200,2016,5200,0.018867924528301886
Purdue,4000,2016,4000,0.024390243902439025
Butler,8300,2016,8300,0.011904761904761904
Villanova,820,2016,820,0.10869565217391304
Duke,850,2016,850,0.10526315789473684
Louisville,1900,2016,1900,0.05
Florida State,3750,2016,3750,0.025974025974025976
Wichita State,8000,2016,8000,0.012345679012345678
Iowa State,5300,2016,5300,0.018518518518518517
Notre Dame,7500,2016,7500,0.013157894736842105
Virginia,4400,2016,4400,0.022222222222222223
St Mary's (CA),10500,2016,10500,0.009433962264150943
Michigan State,17000,2016,17000,0.005847953216374269
Cincinnati,12500,2016,12500,0.007936507936507936
Rhode Island,30000,2016,30000,0.0033222591362126247
Middle Tennessee State,40000,2016,40000,0.0024937655860349127
USC,52000,2016,52000,0.0019193857965451055
Arkansas,31500,2016,31500,0.0031645569620253164
Northwestern,55000,2016,55000,0.0018148820326678765
SMU,4500,2016,4500,0.021739130434782608
Maryland,16500,2016,16500,0.006024096385542169
Oklahoma State,17000,2016,17000,0.005847953216374269
Miami (FL),23000,2016,23000,0.004329004329004329
Minnesota,25000,2016,25000,0.00398406374501992
Creighton,32500,2016,32500,0.003067484662576687
Virginia Tech,34000,2016,34000,0.002932551319648094
Seton Hall,34000,2016,34000,0.002932551319648094
Dayton,35500,2016,35500,0.0028089887640449437
Vanderbilt,37000,2016,37000,0.0026954177897574125
VCU,40000,2016,40000,0.0024937655860349127
Kansas State,41500,2016,41500,0.002403846153846154
Marquette,44500,2016,44500,0.002242152466367713
Wake Forest,50000,2016,50000,0.001996007984031936
Providence,75000,2016,75000,0.0013315579227696406
Nevada,80000,2016,80000,0.0012484394506866417
Princeton,100000,2016,100000,0.000999000999000999
East Tennessee State,150000,2016,150000,0.0006662225183211193
Florida Gulf Coast,500000,2016,500000,0.0001999600079984003
New Mexico State,500000,2016,500000,0.0001999600079984003
Bucknell,500000,2016,500000,0.0001999600079984003
UNC Wilmington,500000,2016,500000,0.0001999600079984003
Vermont,500000,2016,500000,0.0001999600079984003
Winthrop,500000,2016,500000,0.0001999600079984003
Texas Southern,999999,2016,999999,9.999010098000297e-05
South Dakota State,999999,2016,999999,9.999010098000297e-05
Iona,999999,2016,999999,9.999010098000297e-05
Kent State,999999,2016,999999,9.999010098000297e-05
Jacksonville State,999999,2016,999999,9.999010098000297e-05
Mount St Mary's,999999,2016,999999,9.999010098000297e-05
NC Central,999999,2016,999999,9.999010098000297e-05
New Orleans,999999,2016,999999,9.999010098000297e-05
North Dakota,999999,2016,999999,9.999010098000297e-05
Northern Kentucky,999999,2016,999999,9.999010098000297e-05
Troy,999999,2016,999999,9.999010098000297e-05
UC Davis,999999,2016,999999,9.999010098000297e-05
Syracuse,0,2016,0,1.0
Indiana,0,2016,0,1.0
NC State,0,2016,0,1.0
California,0,2016,0,1.0
Tulsa,0,2016,0,1.0
Connecticut,0,2016,0,1.0
Utah,0,2016,0,1.0
San Diego State,0,2016,0,1.0
Georgetown,0,2016,0,1.0
Clemson,0,2016,0,1.0
Mississippi State,0,2016,0,1.0
BYU,0,2016,0,1.0
Texas Tech,0,2016,0,1.0
Akron,0,2016,0,1.0
TCU,0,2016,0,1.0
Texas A&M,0,2016,0,1.0
Valparaiso,0,2016,0,1.0
Arizona State,0,2016,0,1.0
Ohio State,0,2016,0,1.0
Boise State,0,2016,0,1.0
Houston,0,2016,0,1.0
Auburn,0,2016,0,1.0
Alabama,0,2016,0,1.0
Yale,0,2016,0,1.0
Memphis,0,2016,0,1.0
Penn State,0,2016,0,1.0
New Mexico,0,2016,0,1.0
Fresno State,0,2016,0,1.0
Belmont,0,2016,0,1.0
Harvard,0,2016,0,1.0
UNLV,0,2016,0,1.0
Ole Miss,0,2016,0,1.0
Nebraska,0,2016,0,1.0
Georgia Tech,0,2016,0,1.0
St John's,0,2016,0,1.0
Stanford,0,2016,0,1.0
North Dakota State,0,2016,0,1.0
St Bonaventure,0,2016,0,1.0
Northern Iowa,0,2016,0,1.0
George Washington,0,2016,0,1.0
Weber State,0,2016,0,1.0
Washington State,0,2016,0,1.0
Washington,0,2016,0,1.0
Pittsburgh,0,2016,0,1.0
Oklahoma,0,2016,0,1.0
Temple,0,2016,0,1.0
Illinois,0,2016,0,1.0
LSU,0,2016,0,1.0
Oregon State,0,2016,0,1.0
Colorado,0,2016,0,1.0
Missouri,0,2016,0,1.0
Arkansas-Little Rock,0,2016,0,1.0
Georgia,0,2016,0,1.0
Buffalo,0,2016,0,1.0
Boston College,0,2016,0,1.0
Texas,0,2016,0,1.0
Alabama State,0,2016,0,1.0
Iowa,0,2016,0,1.0
Tennessee,0,2016,0,1.0
Davidson,0,2016,0,1.0
Colorado State,0,2016,0,1.0
Oakland,0,2016,0,1.0
DePaul,0,2016,0,1.0
St Joseph's,0,2016,0,1.0
Chattanooga,0,2016,0,1.0
Evansville,0,2016,0,1.0
Illinois State,0,2016,0,1.0
Louisiana Tech,0,2016,0,1.0
Marshall,0,2016,0,1.0
Massachusetts,0,2016,0,1.0
Monmouth,0,2016,0,1.0
Ohio,0,2016,0,1.0
Old Dominion,0,2016,0,1.0
Richmond,0,2016,0,1.0
Stephen F Austin,0,2016,0,1.0
Toledo,0,2016,0,1.0
UT-Arlington,0,2016,0,1.0
Rutgers,0,2016,0,1.0
Utah State,0,2016,0,1.0
Central Michigan,0,2016,0,1.0
Charlotte,0,2016,0,1.0
CS Bakersfield,0,2016,0,1.0
Georgia State,0,2016,0,1.0
IPFW,0,2016,0,1.0
Louisiana Lafayette,0,2016,0,1.0
Louisiana Monroe,0,2016,0,1.0
Montana,0,2016,0,1.0
Morehead State,0,2016,0,1.0
Pepperdine,0,2016,0,1.0
UAB,0,2016,0,1.0
UC Irvine,0,2016,0,1.0
UC Santa Barbara,0,2016,0,1.0
UTEP,0,2016,0,1.0
Western Kentucky,0,2016,0,1.0
Long Beach State,0,2016,0,1.0
Duquesne,0,2016,0,1.0
Robert Morris,0,2016,0,1.0
Youngstown State,0,2016,0,1.0
Villanova,570,2017,570,0.14925373134328357
Michigan,1500,2017,1500,0.0625
Kansas,1450,2017,1450,0.06451612903225806
Loyola Chicago,38000,2017,38000,0.0026246719160104987
Duke,835,2017,835,0.10695187165775401
Texas Tech,7500,2017,7500,0.013157894736842105
Florida State,32500,2017,32500,0.003067484662576687
Kansas State,55000,2017,55000,0.0018148820326678765
Gonzaga,2550,2017,2550,0.03773584905660377
Kentucky,4400,2017,4400,0.022222222222222223
Purdue,1200,2017,1200,0.07692307692307693
West Virginia,4400,2017,4400,0.022222222222222223
Texas A&M,23000,2017,23000,0.004329004329004329
Clemson,18000,2017,18000,0.0055248618784530384
Nevada,55000,2017,55000,0.0018148820326678765
Syracuse,130000,2017,130000,0.0007686395080707148
Michigan State,925,2017,925,0.0975609756097561
Cincinnati,1675,2017,1675,0.056338028169014086
North Carolina,1650,2017,1650,0.05714285714285714
Xavier,2450,2017,2450,0.0392156862745098
Tennessee,5000,2017,5000,0.0196078431372549
Florida,12000,2017,12000,0.008264462809917356
Auburn,8700,2017,8700,0.011363636363636364
Houston,11000,2017,11000,0.009009009009009009
Ohio,8500,2017,8500,0.011627906976744186
San Jos? State,20500,2017,20500,0.0048543689320388345
Butler,18000,2017,18000,0.0055248618784530384
Alabama,47500,2017,47500,0.0021008403361344537
Rhode Island,38000,2017,38000,0.0026246719160104987
Buffalo,250000,2017,250000,0.00039984006397441024
UMBC,999999,2017,999999,9.999010098000297e-05
Marshall,300000,2017,300000,0.0003332222592469177
Virginia,620,2017,620,0.1388888888888889
Arizona,1400,2017,1400,0.06666666666666667
Wichita State,5800,2017,5800,0.01694915254237288
TCU,21500,2017,21500,0.004629629629629629
Miami (FL),27000,2017,27000,0.0036900369003690036
Texas,27000,2017,27000,0.0036900369003690036
Mississippi Valley State,32500,2017,32500,0.003067484662576687
Virginia Tech,35000,2017,35000,0.002849002849002849
Arkansas,38000,2017,38000,0.0026246719160104987
Ohio State,44000,2017,44000,0.0022675736961451248
NC State,48500,2017,48500,0.00205761316872428
UCLA,55000,2017,55000,0.0018148820326678765
Creighton,55000,2017,55000,0.0018148820326678765
Providence,55000,2017,55000,0.0018148820326678765
St Peter's,65000,2017,65000,0.0015360983102918587
Davidson,75000,2017,75000,0.0013315579227696406
Arizona State,87500,2017,87500,0.001141552511415525
Southern,110000,2017,110000,0.0009082652134423251
New Mexico State,125000,2017,125000,0.0007993605115907274
Mount St Mary's,200000,2017,200000,0.0004997501249375312
South Carolina,300000,2017,300000,0.0003332222592469177
Charleston,400000,2017,400000,0.00024993751562109475
UNC Greensboro,400000,2017,400000,0.00024993751562109475
Bucknell,500000,2017,500000,0.0001999600079984003
Iona,999999,2017,999999,9.999010098000297e-05
CS Fullerton,999999,2017,999999,9.999010098000297e-05
Stephen F. Austin,999999,2017,999999,9.999010098000297e-05
Pennsylvania,999999,2017,999999,9.999010098000297e-05
Texas Southern,999999,2017,999999,9.999010098000297e-05
Lipscomb,999999,2017,999999,9.999010098000297e-05
Navy,999999,2017,999999,9.999010098000297e-05
Radford,999999,2017,999999,9.999010098000297e-05
LIU Brooklyn,999999,2017,999999,9.999010098000297e-05
Georgia State,999999,2017,999999,9.999010098000297e-05
Monmouth,999999,2017,999999,9.999010098000297e-05
Wright State,999999,2017,999999,9.999010098000297e-05
Oklahoma,0,2017,0,1.0
Missouri,0,2017,0,1.0
St Mary's (CA),0,2017,0,1.0
Seton Hall,0,2017,0,1.0
Louisville,0,2017,0,1.0
USC,0,2017,0,1.0
Notre Dame,0,2017,0,1.0
Oregon,0,2017,0,1.0
Penn State,0,2017,0,1.0
Temple,0,2017,0,1.0
Baylor,0,2017,0,1.0
Middle Tennessee State,0,2017,0,1.0
Marquette,0,2017,0,1.0
UNLV,0,2017,0,1.0
Miami (OH),0,2017,0,1.0
Weber State,0,2017,0,1.0
Winthrop,0,2017,0,1.0
Nebraska,0,2017,0,1.0
Vermont,0,2017,0,1.0
Utah,0,2017,0,1.0
Washington,0,2017,0,1.0
Mississippi State,0,2017,0,1.0
St Bonaventure,0,2017,0,1.0
Louisiana Lafayette,0,2017,0,1.0
SMU,0,2017,0,1.0
Indiana,0,2017,0,1.0
Tulsa,0,2017,0,1.0
San Diego State,0,2017,0,1.0
Central Florida,0,2017,0,1.0
Oklahoma State,0,2017,0,1.0
Old Dominion,0,2017,0,1.0
Boise State,0,2017,0,1.0
Wisconsin,0,2017,0,1.0
Dayton,0,2017,0,1.0
LSU,0,2017,0,1.0
Northern Kentucky,0,2017,0,1.0
Toledo,0,2017,0,1.0
UC Davis,0,2017,0,1.0
Utah Valley,0,2017,0,1.0
Belmont,0,2017,0,1.0
Western Kentucky,0,2017,0,1.0
Murray State,0,2017,0,1.0
South Dakota,0,2017,0,1.0
South Dakota State,0,2017,0,1.0
UC Irvine,0,2017,0,1.0
Georgia,0,2017,0,1.0
Air Force,0,2017,0,1.0
Ball State,0,2017,0,1.0
Bowling Green,0,2017,0,1.0
Bradley,0,2017,0,1.0
Canisius,0,2017,0,1.0
Central Michigan,0,2017,0,1.0
DePaul,0,2017,0,1.0
Drake,0,2017,0,1.0
Elon,0,2017,0,1.0
Evansville,0,2017,0,1.0
Furman,0,2017,0,1.0
Georgia Southern,0,2017,0,1.0
Hofstra,0,2017,0,1.0
Idaho,0,2017,0,1.0
Illinois Chicago,0,2017,0,1.0
Missouri State,0,2017,0,1.0
Montana,0,2017,0,1.0
Northeastern,0,2017,0,1.0
Northern Colorado,0,2017,0,1.0
Pacific,0,2017,0,1.0
Portland,0,2017,0,1.0
San Diego,0,2017,0,1.0
Southern Illinois,0,2017,0,1.0
Tennessee State,0,2017,0,1.0
Tennessee Tech,0,2017,0,1.0
Texas San Antonio,0,2017,0,1.0
Towson,0,2017,0,1.0
Tulane,0,2017,0,1.0
UAB,0,2017,0,1.0
UC Santa Barbara,0,2017,0,1.0
Wagner,0,2017,0,1.0
Western Michigan,0,2017,0,1.0
William & Mary,0,2017,0,1.0
Wofford,0,2017,0,1.0
Idaho State,0,2017,0,1.0
Pepperdine,0,2017,0,1.0
Portland State,0,2017,0,1.0
Rider,0,2017,0,1.0
Florida Gulf Coast,0,2017,0,1.0
East Tennessee State,0,2017,0,1.0
UNC Asheville,0,2017,0,1.0
Penn,0,2017,0,1.0
Fresno State,0,2017,0,1.0
Wyoming,0,2017,0,1.0
Presbyterian College,0,2017,0,1.0
Prairie View A&M,0,2017,0,1.0
Massachusetts,0,2017,0,1.0
Arkansas-Little Rock,0,2017,0,1.0
Kent State,0,2017,0,1.0
Alabama State,0,2017,0,1.0
Eastern Kentucky,0,2017,0,1.0
Florida Intl,0,2017,0,1.0
Hampton,0,2017,0,1.0
Holy Cross,0,2017,0,1.0
New Orleans,0,2017,0,1.0
North Dakota,0,2017,0,1.0
North Florida,0,2017,0,1.0
Robert Morris,0,2017,0,1.0
Seattle,0,2017,0,1.0
Minnesota,0,2017,0,1.0
Maryland,0,2017,0,1.0
Northwestern,0,2017,0,1.0
Iowa State,0,2017,0,1.0
Vanderbilt,0,2017,0,1.0
VCU,0,2017,0,1.0
Stanford,0,2017,0,1.0
Wake Forest,0,2017,0,1.0
Lafayette,0,2017,0,1.0
BYU,0,2017,0,1.0
Colorado,0,2017,0,1.0
St Joseph's,0,2017,0,1.0
Alabama A&M,0,2017,0,1.0
Alcorn State,0,2017,0,1.0
Appalachian State,0,2017,0,1.0
Army,0,2017,0,1.0
Austin Peay,0,2017,0,1.0
Binghamton,0,2017,0,1.0
Boston University,0,2017,0,1.0
Brown,0,2017,0,1.0
Bryant,0,2017,0,1.0
Campbell,0,2017,0,1.0
Central Arkansas,0,2017,0,1.0
Central Connecticut,0,2017,0,1.0
Charleston Southern,0,2017,0,1.0
Charlotte,0,2017,0,1.0
Chicago State,0,2017,0,1.0
Cleveland State,0,2017,0,1.0
Colgate,0,2017,0,1.0
Columbia,0,2017,0,1.0
Cornell,0,2017,0,1.0
CS Northridge,0,2017,0,1.0
Dartmouth,0,2017,0,1.0
Denver,0,2017,0,1.0
Detroit,0,2017,0,1.0
Drexel,0,2017,0,1.0
Duquesne,0,2017,0,1.0
East Carolina,0,2017,0,1.0
Eastern Illinois,0,2017,0,1.0
Eastern Michigan,0,2017,0,1.0
Florida Atlantic,0,2017,0,1.0
Fordham,0,2017,0,1.0
Gardner-Webb,0,2017,0,1.0
Grambling State,0,2017,0,1.0
Green Bay,0,2017,0,1.0
Hartford,0,2017,0,1.0
Hawaii,0,2017,0,1.0
High Point,0,2017,0,1.0
Houston Baptist,0,2017,0,1.0
Jackson State,0,2017,0,1.0
Jacksonville,0,2017,0,1.0
James Madison,0,2017,0,1.0
Kennesaw State,0,2017,0,1.0
Louisiana Monroe,0,2017,0,1.0
Loyola Maryland,0,2017,0,1.0
Loyola Marymount,0,2017,0,1.0
Maine,0,2017,0,1.0
Maryland-Eastern Shore,0,2017,0,1.0
McNeese State,0,2017,0,1.0
Milwaukee,0,2017,0,1.0
Montana State,0,2017,0,1.0
Morehead State,0,2017,0,1.0
Morgan State,0,2017,0,1.0
New Hampshire,0,2017,0,1.0
Norfolk State,0,2017,0,1.0
North Texas,0,2017,0,1.0
Northern Arizona,0,2017,0,1.0
Northern Illinois,0,2017,0,1.0
Northwestern State,0,2017,0,1.0
Omaha,0,2017,0,1.0
Oral Roberts,0,2017,0,1.0
Sacramento State,0,2017,0,1.0
Sacred Heart,0,2017,0,1.0
Sam Houston State,0,2017,0,1.0
Santa Clara,0,2017,0,1.0
Savannah State,0,2017,0,1.0
Siena,0,2017,0,1.0
SIU Edwardsville,0,2017,0,1.0
South Alabama,0,2017,0,1.0
South Carolina State,0,2017,0,1.0
South Carolina Upstate,0,2017,0,1.0
South Florida,0,2017,0,1.0
Southeast Missouri State,0,2017,0,1.0
Southeastern Louisiana,0,2017,0,1.0
Southern Mississippi,0,2017,0,1.0
Southern Utah,0,2017,0,1.0
St Francis (BKN),0,2017,0,1.0
St Francis (PA),0,2017,0,1.0
Stony Brook,0,2017,0,1.0
Tennessee-Martin,0,2017,0,1.0
The Citadel,0,2017,0,1.0
UC Riverside,0,2017,0,1.0
UMass Lowell,0,2017,0,1.0
UNC Wilmington,0,2017,0,1.0
VMI,0,2017,0,1.0
Western Carolina,0,2017,0,1.0
Western Illinois,0,2017,0,1.0
Howard,0,2017,0,1.0
Manhattan,0,2017,0,1.0
Marist,0,2017,0,1.0
Mercer,0,2017,0,1.0
Niagara,0,2017,0,1.0
NJIT,0,2017,0,1.0
Quinnipiac,0,2017,0,1.0
Rice,0,2017,0,1.0
Rutgers,0,2017,0,1.0
Samford,0,2017,0,1.0
Georgetown,0,2017,0,1.0
Illinois,0,2017,0,1.0
Boston College,0,2017,0,1.0
Georgia Tech,0,2017,0,1.0
Oregon State,0,2017,0,1.0
Cal Poly,0,2017,0,1.0
Coppin State,0,2017,0,1.0
Delaware,0,2017,0,1.0
Delaware State,0,2017,0,1.0
Fairfield,0,2017,0,1.0
Fairleigh Dickinson,0,2017,0,1.0
Florida A&M,0,2017,0,1.0
Long Beach State,0,2017,0,1.0
Stetson,0,2017,0,1.0
Texas A&M-CC,0,2017,0,1.0
UMKC,0,2017,0,1.0
Lehigh,0,2017,0,1.0
Ole Miss,0,2017,0,1.0
Connecticut,0,2017,0,1.0
Memphis,0,2017,0,1.0
La Salle,0,2017,0,1.0
Princeton,0,2017,0,1.0
Abilene Christian,0,2017,0,1.0
American,0,2017,0,1.0
Arkansas-Pine Bluff,0,2017,0,1.0
Bethune-Cookman,0,2017,0,1.0
Incarnate Word,0,2017,0,1.0
Nicholls State,0,2017,0,1.0
UT Rio Grande Valley,0,2017,0,1.0
Youngstown State,0,2017,0,1.0
Lamar,0,2017,0,1.0
Liberty,0,2017,0,1.0
Longwood,0,2017,0,1.0
North Carolina A&T,0,2017,0,1.0
Iowa,0,2017,0,1.0
St John's,0,2017,0,1.0
UT-Arlington,0,2017,0,1.0
California,0,2017,0,1.0
Illinois State,0,2017,0,1.0
Northern Iowa,0,2017,0,1.0
Oakland,0,2017,0,1.0
Valparaiso,0,2017,0,1.0
Louisiana Tech,0,2017,0,1.0
Albany,0,2017,0,1.0
Grand Canyon,0,2017,0,1.0
Yale,0,2017,0,1.0
Pittsburgh,0,2017,0,1.0
Colorado State,0,2017,0,1.0
Richmond,0,2017,0,1.0
George Washington,0,2017,0,1.0
Troy,0,2017,0,1.0
Harvard,0,2017,0,1.0
Akron,0,2017,0,1.0
Utah State,0,2017,0,1.0
Washington State,0,2017,0,1.0
NC Central,0,2017,0,1.0
Jacksonville State,0,2017,0,1.0
North Dakota State,0,2017,0,1.0
San Francisco,0,2017,0,1.0
IPFW,0,2017,0,1.0
George Mason,0,2017,0,1.0
St Louis,0,2017,0,1.0
Arkansas State,0,2017,0,1.0
Chattanooga,0,2017,0,1.0
New Mexico,0,2017,0,1.0
Coastal Carolina,0,2017,0,1.0
CS Bakersfield,0,2017,0,1.0
Texas State,0,2017,0,1.0
UTEP,0,2017,0,1.0
IUPUI,0,2017,0,1.0
Indiana State,0,2017,0,1.0
NC Greensboro,0,2017,0,1.0
NC Wilmington,0,2017,0,1.0
Eastern Washington,0,2017,0,1.0
Virginia,675,2018,675,0.12903225806451613
Texas Tech,2500,2018,2500,0.038461538461538464
Michigan State,1600,2018,1600,0.058823529411764705
Auburn,5000,2018,5000,0.0196078431372549
Duke,255,2018,255,0.28169014084507044
Gonzaga,550,2018,550,0.15384615384615385
Kentucky,1700,2018,1700,0.05555555555555555
Purdue,3500,2018,3500,0.027777777777777776
North Carolina,1000,2018,1000,0.09090909090909091
Michigan,1800,2018,1800,0.05263157894736842
Houston,5000,2018,5000,0.0196078431372549
Tennessee,1800,2018,1800,0.05263157894736842
Virginia Tech,8000,2018,8000,0.012345679012345678
Florida State,6000,2018,6000,0.01639344262295082
Oregon,20000,2018,20000,0.004975124378109453
LSU,6600,2018,6600,0.014925373134328358
Buffalo,10000,2018,10000,0.009900990099009901
Wofford,30000,2018,30000,0.0033222591362126247
Villanova,5000,2018,5000,0.0196078431372549
Kansas,6000,2018,6000,0.01639344262295082
Murray State,60000,2018,60000,0.0016638935108153079
Iowa,50000,2018,50000,0.001996007984031936
Maryland,25000,2018,25000,0.00398406374501992
Florida,20000,2018,20000,0.004975124378109453
Washington,50000,2018,50000,0.001996007984031936
Central Florida,50000,2018,50000,0.001996007984031936
Oklahoma,75000,2018,75000,0.0013315579227696406
Ohio State,100000,2018,100000,0.000999000999000999
Minnesota,50000,2018,50000,0.001996007984031936
Baylor,100000,2018,100000,0.000999000999000999
UC Irvine,150000,2018,150000,0.0006662225183211193
Liberty,200000,2018,200000,0.0004997501249375312
Iowa State,4000,2018,4000,0.024390243902439025
Marquette,8000,2018,8000,0.012345679012345678
Cincinnati,9000,2018,9000,0.01098901098901099
Nevada,10000,2018,10000,0.009900990099009901
Kansas State,10000,2018,10000,0.009900990099009901
Louisville,10000,2018,10000,0.009900990099009901
Wisconsin,12500,2018,12500,0.007936507936507936
Syracuse,17500,2018,17500,0.005681818181818182
Mississippi State,20000,2018,20000,0.004975124378109453
VCU,50000,2018,50000,0.001996007984031936
